5.26km/h, 0.00 V, -0.81A , 13:5:27
55.20km/h, 76.29 V, -10.07A , 13:35:23
55.21km/h, 76.36 V, -9.94A , 13:35:23
55.22km/h, 76.36 V, -9.83A , 13:35:23
55.20km/h, 76.36 V, -9.78A , 13:35:23
55.19km/h, 76.26 V, -9.71A , 13:35:23
55.20km/h, 76.03 V, -9.85A , 13:35:23
55.25km/h, 75.93 V, -9.68A , 13:35:23
55.26km/h, 75.86 V, -9.68A , 13:35:23
55.28km/h, 75.89 V, -9.68A , 13:35:23
55.27km/h, 76.02 V, -9.48A , 13:35:23
55.27km/h, 76.32 V, -9.31A , 13:35:23
55.28km/h, 76.30 V, -9.48A , 13:35:23
55.29km/h, 76.45 V, -9.53A , 13:35:23
55.31km/h, 76.65 V, -9.46A , 13:35:23
55.36km/h, 76.59 V, -9.61A , 13:35:23
55.34km/h, 76.62 V, -9.48A , 13:35:23
55.33km/h, 76.57 V, -9.54A , 13:35:23
55.38km/h, 76.72 V, -9.60A , 13:35:23
55.39km/h, 76.89 V, -9.54A , 13:35:23
55.41km/h, 76.76 V, -9.69A , 13:35:24
55.44km/h, 76.48 V, -9.92A , 13:35:24
55.50km/h, 76.41 V, -9.66A , 13:35:24
55.51km/h, 76.46 V, -9.65A , 13:35:24
55.55km/h, 76.44 V, -9.67A , 13:35:24
55.53km/h, 76.53 V, -9.44A , 13:35:24
55.54km/h, 76.52 V, -9.47A , 13:35:24
55.51km/h, 76.69 V, -9.55A , 13:35:24
55.50km/h, 76.76 V, -9.35A , 13:35:24
55.44km/h, 76.63 V, -9.40A , 13:35:24
55.41km/h, 76.54 V, -9.34A , 13:35:24
55.34km/h, 76.59 V, -9.23A , 13:35:24
55.29km/h, 76.53 V, -9.46A , 13:35:24
55.27km/h, 76.42 V, -9.29A , 13:35:24
55.23km/h, 76.32 V, -9.22A , 13:35:24
55.20km/h, 76.22 V, -9.52A , 13:35:24
55.21km/h, 76.25 V, -9.57A , 13:35:24
55.27km/h, 76.11 V, -9.46A , 13:35:24
55.27km/h, 76.10 V, -9.62A , 13:35:24
55.33km/h, 76.19 V, -9.44A , 13:35:24
55.35km/h, 76.36 V, -9.41A , 13:35:24
55.38km/h, 76.48 V, -9.38A , 13:35:24
55.36km/h, 76.69 V, -9.23A , 13:35:24
55.34km/h, 76.86 V, -9.46A , 13:35:24
55.34km/h, 77.03 V, -9.66A , 13:35:24
55.36km/h, 77.30 V, -9.39A , 13:35:25
55.33km/h, 77.28 V, -9.37A , 13:35:25
55.31km/h, 77.26 V, -9.52A , 13:35:25
55.32km/h, 77.26 V, -9.47A , 13:35:25
55.31km/h, 77.04 V, -9.59A , 13:35:25
55.32km/h, 76.96 V, -9.65A , 13:35:25
55.35km/h, 76.84 V, -9.56A , 13:35:25
55.38km/h, 76.66 V, -9.60A , 13:35:25
55.39km/h, 76.43 V, -9.58A , 13:35:25
55.37km/h, 76.23 V, -9.49A , 13:35:25
55.38km/h, 76.05 V, -9.63A , 13:35:25
55.40km/h, 76.16 V, -9.55A , 13:35:25
55.37km/h, 76.33 V, -9.51A , 13:35:25
55.41km/h, 76.40 V, -9.54A , 13:35:25
55.40km/h, 76.51 V, -9.34A , 13:35:25
55.37km/h, 76.51 V, -9.27A , 13:35:25
55.35km/h, 76.56 V, -9.53A , 13:35:25
55.36km/h, 76.54 V, -9.54A , 13:35:25
55.38km/h, 76.54 V, -9.51A , 13:35:25
55.46km/h, 76.58 V, -9.68A , 13:35:25
55.49km/h, 76.69 V, -9.43A , 13:35:25
55.50km/h, 76.81 V, -9.38A , 13:35:25
55.51km/h, 76.65 V, -9.36A , 13:35:25
55.47km/h, 76.46 V, -9.18A , 13:35:25
55.46km/h, 76.40 V, -9.39A , 13:35:26
55.45km/h, 76.54 V, -9.62A , 13:35:26
55.44km/h, 76.76 V, -9.43A , 13:35:26
55.42km/h, 76.99 V, -9.46A , 13:35:26
55.42km/h, 77.12 V, -9.49A , 13:35:26
55.37km/h, 77.24 V, -9.19A , 13:35:26
55.30km/h, 77.33 V, -9.40A , 13:35:26
55.28km/h, 77.13 V, -9.71A , 13:35:26
55.28km/h, 77.14 V, -9.67A , 13:35:26
55.27km/h, 77.09 V, -9.75A , 13:35:26
55.27km/h, 77.23 V, -9.54A , 13:35:26
55.27km/h, 77.18 V, -9.23A , 13:35:26
55.27km/h, 76.93 V, -9.37A , 13:35:26
55.26km/h, 76.84 V, -9.30A , 13:35:26
55.25km/h, 76.96 V, -9.26A , 13:35:26
55.26km/h, 76.82 V, -9.50A , 13:35:26
55.31km/h, 76.71 V, -9.33A , 13:35:26
55.32km/h, 76.90 V, -9.03A , 13:35:26
55.31km/h, 77.02 V, -9.16A , 13:35:26
55.32km/h, 77.20 V, -9.18A , 13:35:26
55.34km/h, 77.26 V, -9.41A , 13:35:26
55.36km/h, 77.16 V, -9.81A , 13:35:26
55.37km/h, 77.22 V, -9.71A , 13:35:26
55.39km/h, 77.12 V, -9.73A , 13:35:26
55.40km/h, 77.00 V, -9.78A , 13:35:26
55.39km/h, 77.13 V, -9.52A , 13:35:27
55.36km/h, 77.09 V, -9.60A , 13:35:27
55.37km/h, 76.94 V, -9.72A , 13:35:27
55.37km/h, 76.90 V, -9.74A , 13:35:27
55.37km/h, 76.76 V, -9.82A , 13:35:27
55.34km/h, 76.71 V, -9.92A , 13:35:27
55.34km/h, 76.69 V, -9.70A , 13:35:27
55.37km/h, 76.60 V, -9.75A , 13:35:27
55.37km/h, 76.67 V, -9.61A , 13:35:27
55.36km/h, 76.65 V, -9.42A , 13:35:27
55.37km/h, 76.59 V, -9.46A , 13:35:27
55.34km/h, 76.54 V, -9.37A , 13:35:27
55.33km/h, 76.44 V, -9.30A , 13:35:27
55.34km/h, 76.40 V, -9.37A , 13:35:27
55.37km/h, 76.38 V, -9.39A , 13:35:27
55.43km/h, 76.36 V, -9.12A , 13:35:27
55.42km/h, 76.35 V, -9.12A , 13:35:27
55.40km/h, 76.47 V, -8.91A , 13:35:27
55.37km/h, 76.46 V, -8.95A , 13:35:27
55.36km/h, 76.33 V, -9.19A , 13:35:27
55.34km/h, 76.27 V, -9.22A , 13:35:27
55.32km/h, 76.35 V, -9.38A , 13:35:27
55.31km/h, 76.42 V, -9.43A , 13:35:27
55.29km/h, 76.38 V, -9.26A , 13:35:27
55.24km/h, 76.40 V, -9.16A , 13:35:28
55.19km/h, 76.29 V, -9.36A , 13:35:28
55.20km/h, 76.36 V, -9.33A , 13:35:28
55.18km/h, 76.26 V, -9.46A , 13:35:28
55.18km/h, 76.19 V, -9.62A , 13:35:28
55.19km/h, 76.29 V, -9.52A , 13:35:28
55.16km/h, 76.37 V, -9.63A , 13:35:28
55.21km/h, 76.23 V, -9.77A , 13:35:28
55.25km/h, 76.16 V, -9.70A , 13:35:28
55.29km/h, 76.31 V, -9.61A , 13:35:28
55.31km/h, 76.42 V, -9.47A , 13:35:28
55.33km/h, 76.47 V, -9.30A , 13:35:28
55.33km/h, 76.46 V, -9.35A , 13:35:28
55.34km/h, 76.63 V, -9.15A , 13:35:28
55.33km/h, 76.59 V, -9.06A , 13:35:28
55.34km/h, 76.49 V, -9.25A , 13:35:28
55.41km/h, 76.36 V, -9.18A , 13:35:28
55.43km/h, 76.50 V, -8.88A , 13:35:28
55.42km/h, 76.51 V, -8.93A , 13:35:28
55.44km/h, 76.34 V, -9.01A , 13:35:28
55.44km/h, 76.16 V, -9.28A , 13:35:28
55.47km/h, 76.06 V, -9.58A , 13:35:28
55.50km/h, 76.03 V, -9.47A , 13:35:28
55.50km/h, 76.01 V, -9.57A , 13:35:28
55.50km/h, 76.20 V, -9.65A , 13:35:28
55.51km/h, 76.40 V, -9.38A , 13:35:29
55.42km/h, 76.56 V, -9.35A , 13:35:29
55.38km/h, 76.40 V, -9.60A , 13:35:29
55.36km/h, 76.35 V, -9.68A , 13:35:29
55.30km/h, 76.35 V, -9.69A , 13:35:29
55.29km/h, 76.65 V, -9.68A , 13:35:29
55.25km/h, 76.75 V, -9.38A , 13:35:29
55.19km/h, 76.89 V, -9.42A , 13:35:29
55.14km/h, 76.72 V, -9.60A , 13:35:29
55.13km/h, 76.55 V, -9.56A , 13:35:29
55.15km/h, 76.36 V, -9.72A , 13:35:29
55.18km/h, 76.23 V, -9.60A , 13:35:29
55.16km/h, 76.26 V, -9.41A , 13:35:29
55.17km/h, 76.27 V, -9.37A , 13:35:29
55.18km/h, 76.33 V, -9.26A , 13:35:29
55.16km/h, 76.12 V, -9.26A , 13:35:29
55.16km/h, 76.01 V, -9.33A , 13:35:29
55.17km/h, 75.83 V, -9.26A , 13:35:29
55.21km/h, 75.87 V, -9.03A , 13:35:29
55.21km/h, 75.91 V, -9.14A , 13:35:29
55.20km/h, 76.10 V, -9.04A , 13:35:29
55.24km/h, 76.25 V, -9.17A , 13:35:29
55.30km/h, 76.42 V, -9.30A , 13:35:29
55.26km/h, 76.61 V, -9.24A , 13:35:29
55.25km/h, 76.57 V, -9.40A , 13:35:29
55.27km/h, 76.58 V, -9.52A , 13:35:30
55.30km/h, 76.55 V, -9.63A , 13:35:30
55.32km/h, 76.59 V, -9.74A , 13:35:30
55.34km/h, 76.57 V, -9.86A , 13:35:30
55.37km/h, 76.56 V, -9.67A , 13:35:30
55.36km/h, 76.46 V, -9.69A , 13:35:30
55.36km/h, 76.37 V, -9.77A , 13:35:30
55.37km/h, 76.23 V, -9.71A , 13:35:30
55.44km/h, 76.10 V, -9.80A , 13:35:30
55.47km/h, 76.13 V, -9.78A , 13:35:30
55.49km/h, 76.16 V, -9.48A , 13:35:30
55.46km/h, 76.40 V, -9.36A , 13:35:30
55.43km/h, 76.53 V, -9.21A , 13:35:30
55.38km/h, 76.72 V, -9.11A , 13:35:30
55.38km/h, 76.73 V, -9.30A , 13:35:30
55.39km/h, 76.73 V, -9.10A , 13:35:30
55.37km/h, 76.80 V, -8.93A , 13:35:30
55.29km/h, 76.90 V, -8.97A , 13:35:30
55.23km/h, 77.02 V, -8.85A , 13:35:30
55.22km/h, 77.07 V, -8.73A , 13:35:30
55.20km/h, 76.99 V, -8.97A , 13:35:30
55.19km/h, 76.89 V, -8.96A , 13:35:30
55.17km/h, 76.79 V, -9.08A , 13:35:30
55.18km/h, 76.53 V, -9.38A , 13:35:30
55.16km/h, 76.49 V, -9.23A , 13:35:31
55.15km/h, 76.46 V, -9.31A , 13:35:31
55.14km/h, 76.28 V, -9.50A , 13:35:31
55.17km/h, 76.15 V, -9.48A , 13:35:31
55.18km/h, 76.15 V, -9.52A , 13:35:31
55.17km/h, 76.20 V, -9.66A , 13:35:31
55.15km/h, 76.28 V, -9.61A , 13:35:31
55.14km/h, 76.14 V, -9.70A , 13:35:31
55.21km/h, 76.23 V, -9.89A , 13:35:31
55.26km/h, 76.30 V, -9.58A , 13:35:31
55.30km/h, 76.30 V, -9.69A , 13:35:31
55.30km/h, 76.37 V, -9.86A , 13:35:31
55.37km/h, 76.51 V, -9.66A , 13:35:31
55.39km/h, 76.65 V, -9.63A , 13:35:31
55.38km/h, 76.52 V, -9.45A , 13:35:31
55.37km/h, 76.55 V, -9.43A , 13:35:31
55.42km/h, 76.48 V, -9.35A , 13:35:31
55.48km/h, 76.67 V, -9.14A , 13:35:31
55.45km/h, 76.78 V, -8.98A , 13:35:31
55.43km/h, 76.75 V, -9.18A , 13:35:31
55.45km/h, 76.78 V, -9.00A , 13:35:31
55.45km/h, 76.95 V, -8.81A , 13:35:31
55.39km/h, 76.97 V, -9.01A , 13:35:31
55.39km/h, 77.01 V, -9.01A , 13:35:31
55.40km/h, 77.09 V, -9.29A , 13:35:31
55.46km/h, 77.08 V, -9.44A , 13:35:32
55.45km/h, 77.16 V, -9.49A , 13:35:32
55.46km/h, 76.99 V, -9.66A , 13:35:32
55.45km/h, 76.87 V, -9.69A , 13:35:32
55.46km/h, 76.89 V, -9.55A , 13:35:32
55.44km/h, 76.93 V, -9.64A , 13:35:32
55.44km/h, 76.76 V, -9.87A , 13:35:32
55.44km/h, 76.78 V, -9.71A , 13:35:32
55.45km/h, 76.73 V, -9.70A , 13:35:32
55.42km/h, 76.76 V, -9.71A , 13:35:32
55.37km/h, 76.70 V, -9.58A , 13:35:32
55.37km/h, 76.69 V, -9.56A , 13:35:32
55.30km/h, 76.89 V, -9.62A , 13:35:32
55.32km/h, 76.97 V, -9.48A , 13:35:32
55.31km/h, 77.00 V, -9.68A , 13:35:32
55.31km/h, 77.13 V, -9.62A , 13:35:32
55.32km/h, 77.01 V, -9.58A , 13:35:32
55.37km/h, 76.95 V, -9.68A , 13:35:32
55.39km/h, 76.89 V, -9.47A , 13:35:32
55.44km/h, 76.90 V, -9.31A , 13:35:32
55.45km/h, 76.76 V, -9.38A , 13:35:32
55.44km/h, 76.79 V, -9.31A , 13:35:32
55.46km/h, 76.60 V, -9.16A , 13:35:32
55.46km/h, 76.49 V, -9.33A , 13:35:32
55.47km/h, 76.74 V, -9.09A , 13:35:32
55.46km/h, 76.80 V, -9.07A , 13:35:33
55.42km/h, 76.98 V, -9.12A , 13:35:33
55.38km/h, 77.13 V, -9.04A , 13:35:33
55.34km/h, 77.28 V, -9.22A , 13:35:33
55.27km/h, 77.23 V, -9.38A , 13:35:33
55.29km/h, 77.39 V, -9.26A , 13:35:33
55.30km/h, 77.27 V, -9.39A , 13:35:33
55.30km/h, 77.29 V, -9.65A , 13:35:33
55.31km/h, 77.19 V, -9.57A , 13:35:33
55.31km/h, 76.99 V, -9.53A , 13:35:33
55.33km/h, 76.72 V, -9.63A , 13:35:33
55.37km/h, 76.59 V, -9.54A , 13:35:33
55.37km/h, 76.49 V, -9.50A , 13:35:33
55.39km/h, 76.50 V, -9.57A , 13:35:33
55.41km/h, 76.49 V, -9.41A , 13:35:33
55.40km/h, 76.38 V, -9.39A , 13:35:33
55.36km/h, 76.36 V, -9.42A , 13:35:33
55.36km/h, 76.49 V, -9.26A , 13:35:33
55.36km/h, 76.48 V, -9.23A , 13:35:33
55.37km/h, 76.43 V, -9.27A , 13:35:33
55.35km/h, 76.48 V, -9.12A , 13:35:33
55.35km/h, 76.44 V, -9.16A , 13:35:33
55.35km/h, 76.32 V, -9.16A , 13:35:33
55.35km/h, 76.10 V, -9.15A , 13:35:33
55.36km/h, 76.04 V, -9.39A , 13:35:33
55.40km/h, 76.03 V, -9.26A , 13:35:34
55.43km/h, 76.15 V, -9.04A , 13:35:34
55.40km/h, 76.03 V, -9.12A , 13:35:34
55.41km/h, 76.08 V, -9.19A , 13:35:34
55.34km/h, 76.03 V, -9.43A , 13:35:34
55.39km/h, 75.96 V, -9.77A , 13:35:34
55.37km/h, 76.04 V, -9.84A , 13:35:34
55.38km/h, 76.05 V, -9.80A , 13:35:34
55.39km/h, 76.02 V, -9.87A , 13:35:34
55.39km/h, 76.07 V, -9.66A , 13:35:34
55.35km/h, 76.30 V, -9.72A , 13:35:34
55.34km/h, 76.38 V, -9.86A , 13:35:34
55.36km/h, 76.44 V, -9.73A , 13:35:34
55.31km/h, 76.37 V, -9.76A , 13:35:34
55.37km/h, 76.57 V, -9.78A , 13:35:34
55.34km/h, 76.59 V, -9.62A , 13:35:34
55.36km/h, 76.55 V, -9.43A , 13:35:34
55.35km/h, 76.54 V, -9.55A , 13:35:34
55.34km/h, 76.59 V, -9.38A , 13:35:34
55.34km/h, 76.49 V, -9.42A , 13:35:34
55.35km/h, 76.33 V, -9.34A , 13:35:34
55.31km/h, 76.15 V, -9.35A , 13:35:34
55.32km/h, 76.04 V, -9.38A , 13:35:34
55.32km/h, 76.35 V, -9.19A , 13:35:34
55.29km/h, 76.27 V, -9.12A , 13:35:35
55.25km/h, 76.33 V, -9.30A , 13:35:35
55.24km/h, 76.33 V, -9.39A , 13:35:35
55.27km/h, 76.32 V, -9.33A , 13:35:35
55.27km/h, 76.27 V, -9.48A , 13:35:35
55.33km/h, 76.44 V, -9.32A , 13:35:35
55.32km/h, 76.47 V, -9.49A , 13:35:35
55.37km/h, 76.49 V, -9.42A , 13:35:35
55.36km/h, 76.49 V, -9.38A , 13:35:35
55.35km/h, 76.33 V, -9.52A , 13:35:35
55.32km/h, 76.34 V, -9.62A , 13:35:35
55.34km/h, 76.38 V, -9.44A , 13:35:35
55.35km/h, 76.33 V, -9.43A , 13:35:35
55.33km/h, 76.41 V, -9.51A , 13:35:35
55.32km/h, 76.45 V, -9.45A , 13:35:35
55.28km/h, 76.26 V, -9.53A , 13:35:35
55.30km/h, 76.16 V, -9.59A , 13:35:35
55.30km/h, 76.12 V, -9.69A , 13:35:35
55.35km/h, 76.08 V, -9.83A , 13:35:35
55.38km/h, 76.00 V, -9.84A , 13:35:35
55.46km/h, 75.93 V, -9.60A , 13:35:35
55.47km/h, 75.87 V, -9.52A , 13:35:35
55.47km/h, 75.95 V, -9.44A , 13:35:35
55.45km/h, 76.02 V, -9.36A , 13:35:35
55.49km/h, 76.13 V, -9.45A , 13:35:35
55.49km/h, 76.32 V, -9.31A , 13:35:36
55.52km/h, 76.43 V, -9.14A , 13:35:36
55.51km/h, 76.49 V, -9.19A , 13:35:36
55.46km/h, 76.51 V, -9.12A , 13:35:36
55.46km/h, 76.58 V, -9.08A , 13:35:36
55.44km/h, 76.53 V, -9.14A , 13:35:36
55.43km/h, 76.56 V, -9.07A , 13:35:36
55.43km/h, 76.59 V, -9.04A , 13:35:36
55.47km/h, 76.38 V, -9.19A , 13:35:36
55.43km/h, 76.25 V, -9.08A , 13:35:36
55.41km/h, 76.10 V, -9.37A , 13:35:36
55.38km/h, 76.13 V, -9.50A , 13:35:36
55.39km/h, 76.20 V, -9.37A , 13:35:36
55.40km/h, 76.20 V, -9.39A , 13:35:36
55.40km/h, 76.14 V, -9.47A , 13:35:36
55.40km/h, 76.26 V, -9.21A , 13:35:36
55.41km/h, 76.20 V, -9.38A , 13:35:36
55.41km/h, 76.15 V, -9.52A , 13:35:36
55.41km/h, 76.20 V, -9.28A , 13:35:36
55.39km/h, 76.20 V, -9.20A , 13:35:36
55.36km/h, 76.22 V, -9.22A , 13:35:36
55.35km/h, 76.13 V, -9.19A , 13:35:36
55.35km/h, 76.01 V, -9.32A , 13:35:36
55.36km/h, 76.03 V, -9.16A , 13:35:36
55.35km/h, 76.06 V, -9.11A , 13:35:36
55.35km/h, 76.00 V, -9.33A , 13:35:37
55.33km/h, 76.13 V, -9.14A , 13:35:37
55.33km/h, 76.19 V, -9.17A , 13:35:37
55.32km/h, 76.18 V, -9.31A , 13:35:37
55.37km/h, 76.26 V, -9.27A , 13:35:37
55.37km/h, 76.25 V, -9.07A , 13:35:37
55.37km/h, 76.13 V, -9.21A , 13:35:37
55.38km/h, 76.16 V, -9.04A , 13:35:37
55.35km/h, 76.15 V, -9.09A , 13:35:37
55.34km/h, 76.06 V, -9.13A , 13:35:37
55.31km/h, 76.11 V, -9.02A , 13:35:37
55.28km/h, 76.07 V, -9.23A , 13:35:37
55.26km/h, 76.07 V, -9.22A , 13:35:37
55.26km/h, 76.22 V, -9.12A , 13:35:37
55.20km/h, 76.20 V, -9.40A , 13:35:37
55.22km/h, 76.24 V, -9.58A , 13:35:37
55.21km/h, 76.32 V, -9.43A , 13:35:37
55.18km/h, 76.32 V, -9.39A , 13:35:37
55.15km/h, 76.36 V, -9.50A , 13:35:37
55.14km/h, 76.43 V, -9.48A , 13:35:37
55.16km/h, 76.30 V, -9.68A , 13:35:37
55.16km/h, 76.24 V, -9.45A , 13:35:37
55.13km/h, 76.12 V, -9.41A , 13:35:37
55.16km/h, 75.96 V, -9.52A , 13:35:37
55.18km/h, 76.07 V, -9.22A , 13:35:38
55.21km/h, 76.07 V, -9.10A , 13:35:38
55.21km/h, 76.14 V, -9.16A , 13:35:38
55.20km/h, 76.15 V, -9.15A , 13:35:38
55.23km/h, 76.16 V, -9.07A , 13:35:38
55.24km/h, 76.10 V, -9.21A , 13:35:38
55.24km/h, 76.13 V, -9.07A , 13:35:38
55.27km/h, 76.14 V, -9.25A , 13:35:38
55.30km/h, 76.25 V, -9.39A , 13:35:38
55.28km/h, 76.26 V, -9.36A , 13:35:38
55.29km/h, 76.04 V, -9.52A , 13:35:38
55.29km/h, 76.02 V, -9.59A , 13:35:38
55.34km/h, 75.99 V, -9.44A , 13:35:38
55.34km/h, 75.96 V, -9.54A , 13:35:38
55.33km/h, 75.89 V, -9.57A , 13:35:38
55.33km/h, 75.87 V, -9.38A , 13:35:38
55.33km/h, 75.81 V, -9.49A , 13:35:38
55.34km/h, 75.71 V, -9.52A , 13:35:38
55.32km/h, 75.58 V, -9.31A , 13:35:38
55.31km/h, 75.59 V, -9.26A , 13:35:38
55.27km/h, 75.73 V, -9.32A , 13:35:38
55.23km/h, 75.76 V, -9.26A , 13:35:38
55.19km/h, 75.74 V, -9.30A , 13:35:38
55.19km/h, 75.77 V, -9.16A , 13:35:38
55.18km/h, 75.80 V, -9.08A , 13:35:38
55.22km/h, 75.89 V, -9.15A , 13:35:39
55.20km/h, 76.13 V, -8.97A , 13:35:39
55.18km/h, 76.26 V, -8.87A , 13:35:39
55.15km/h, 76.24 V, -9.00A , 13:35:39
55.16km/h, 76.28 V, -8.95A , 13:35:39
55.18km/h, 76.22 V, -8.93A , 13:35:39
55.20km/h, 76.13 V, -9.14A , 13:35:39
55.22km/h, 76.14 V, -9.15A , 13:35:39
55.28km/h, 76.23 V, -9.38A , 13:35:39
55.32km/h, 76.25 V, -9.43A , 13:35:39
55.33km/h, 76.15 V, -9.41A , 13:35:39
55.34km/h, 75.95 V, -9.63A , 13:35:39
55.35km/h, 75.98 V, -9.69A , 13:35:39
55.40km/h, 76.07 V, -9.54A , 13:35:39
55.39km/h, 76.07 V, -9.69A , 13:35:39
55.41km/h, 75.97 V, -9.74A , 13:35:39
55.45km/h, 76.15 V, -9.53A , 13:35:39
55.45km/h, 76.14 V, -9.49A , 13:35:39
55.43km/h, 76.02 V, -9.45A , 13:35:39
55.39km/h, 76.00 V, -9.35A , 13:35:39
55.34km/h, 76.01 V, -9.27A , 13:35:39
55.29km/h, 75.99 V, -9.26A , 13:35:39
55.27km/h, 75.86 V, -9.26A , 13:35:39
55.25km/h, 75.80 V, -9.38A , 13:35:39
55.24km/h, 75.79 V, -9.14A , 13:35:39
55.21km/h, 75.85 V, -8.90A , 13:35:40
55.19km/h, 75.63 V, -9.00A , 13:35:40
55.18km/h, 75.76 V, -8.90A , 13:35:40
55.14km/h, 75.85 V, -8.86A , 13:35:40
55.16km/h, 75.93 V, -9.01A , 13:35:40
55.18km/h, 76.16 V, -8.98A , 13:35:40
55.21km/h, 76.23 V, -8.95A , 13:35:40
55.26km/h, 76.33 V, -9.12A , 13:35:40
55.30km/h, 76.33 V, -9.11A , 13:35:40
55.32km/h, 76.41 V, -9.22A , 13:35:40
55.34km/h, 76.46 V, -9.38A , 13:35:40
55.33km/h, 76.58 V, -9.17A , 13:35:40
55.31km/h, 76.51 V, -9.40A , 13:35:40
55.34km/h, 76.45 V, -9.55A , 13:35:40
55.39km/h, 76.36 V, -9.54A , 13:35:40
55.39km/h, 76.26 V, -9.52A , 13:35:40
55.40km/h, 76.28 V, -9.46A , 13:35:40
55.34km/h, 76.31 V, -9.20A , 13:35:40
55.28km/h, 76.30 V, -9.17A , 13:35:40
55.23km/h, 76.21 V, -9.35A , 13:35:40
55.21km/h, 76.25 V, -9.30A , 13:35:40
55.20km/h, 76.25 V, -9.46A , 13:35:40
55.21km/h, 76.32 V, -9.28A , 13:35:40
55.18km/h, 76.46 V, -9.01A , 13:35:40
55.13km/h, 76.53 V, -9.11A , 13:35:41
55.15km/h, 76.53 V, -9.10A , 13:35:41
55.16km/h, 76.56 V, -9.13A , 13:35:41
55.17km/h, 76.59 V, -9.22A , 13:35:41
55.16km/h, 76.75 V, -9.11A , 13:35:41
55.17km/h, 76.74 V, -8.97A , 13:35:41
55.15km/h, 76.66 V, -9.00A , 13:35:41
55.07km/h, 76.59 V, -8.87A , 13:35:41
55.01km/h, 76.47 V, -8.88A , 13:35:41
54.94km/h, 76.51 V, -8.92A , 13:35:41
54.87km/h, 76.56 V, -8.63A , 13:35:41
54.71km/h, 76.57 V, -8.60A , 13:35:41
54.56km/h, 76.56 V, -8.48A , 13:35:41
54.45km/h, 76.53 V, -8.33A , 13:35:41
54.32km/h, 76.48 V, -8.35A , 13:35:41
54.20km/h, 76.49 V, -8.30A , 13:35:41
54.05km/h, 76.53 V, -8.17A , 13:35:41
53.94km/h, 76.53 V, -8.19A , 13:35:41
53.83km/h, 76.50 V, -8.31A , 13:35:41
53.71km/h, 76.46 V, -8.28A , 13:35:41
53.58km/h, 76.58 V, -8.37A , 13:35:41
53.49km/h, 76.53 V, -8.51A , 13:35:41
53.41km/h, 76.46 V, -8.49A , 13:35:41
53.36km/h, 76.40 V, -8.51A , 13:35:41
53.32km/h, 76.36 V, -8.43A , 13:35:42
53.27km/h, 76.45 V, -8.44A , 13:35:42
53.27km/h, 76.41 V, -8.57A , 13:35:42
53.25km/h, 76.52 V, -8.41A , 13:35:42
53.23km/h, 76.60 V, -8.37A , 13:35:42
53.24km/h, 76.52 V, -8.53A , 13:35:42
53.26km/h, 76.43 V, -8.46A , 13:35:42
53.28km/h, 76.52 V, -8.26A , 13:35:42
53.28km/h, 76.63 V, -8.13A , 13:35:42
53.17km/h, 76.76 V, -7.61A , 13:35:42
53.00km/h, 76.98 V, -7.04A , 13:35:42
52.71km/h, 77.13 V, -6.45A , 13:35:42
52.27km/h, 77.35 V, -5.71A , 13:35:42
51.73km/h, 77.47 V, -5.12A , 13:35:42
51.07km/h, 77.57 V, -4.35A , 13:35:42
50.29km/h, 77.66 V, -3.38A , 13:35:42
49.35km/h, 77.74 V, -2.66A , 13:35:42
48.32km/h, 77.78 V, -1.99A , 13:35:42
47.17km/h, 77.86 V, -1.37A , 13:35:42
45.98km/h, 77.99 V, -1.15A , 13:35:42
44.76km/h, 78.00 V, -1.06A , 13:35:42
43.60km/h, 77.78 V, -1.30A , 13:35:42
42.65km/h, 77.56 V, -2.05A , 13:35:42
41.97km/h, 77.23 V, -3.46A , 13:35:42
41.64km/h, 76.83 V, -5.01A , 13:35:43
41.73km/h, 76.49 V, -6.66A , 13:35:43
42.24km/h, 76.03 V, -8.26A , 13:35:43
43.08km/h, 75.70 V, -9.85A , 13:35:43
44.24km/h, 75.35 V, -11.44A , 13:35:43
45.59km/h, 75.02 V, -12.65A , 13:35:43
47.19km/h, 74.75 V, -13.61A , 13:35:43
48.85km/h, 74.67 V, -14.13A , 13:35:43
50.45km/h, 74.75 V, -14.07A , 13:35:43
51.88km/h, 74.95 V, -13.52A , 13:35:43
53.08km/h, 75.11 V, -13.05A , 13:35:43
53.98km/h, 75.43 V, -12.33A , 13:35:43
54.61km/h, 75.81 V, -11.55A , 13:35:43
55.03km/h, 75.96 V, -10.84A , 13:35:43
55.24km/h, 76.09 V, -10.03A , 13:35:43
55.36km/h, 76.21 V, -9.67A , 13:35:43
55.37km/h, 76.27 V, -9.66A , 13:35:43
55.37km/h, 76.36 V, -9.54A , 13:35:43
55.37km/h, 76.31 V, -9.58A , 13:35:43
55.37km/h, 76.18 V, -9.59A , 13:35:43
55.36km/h, 76.30 V, -9.21A , 13:35:43
55.35km/h, 76.25 V, -9.17A , 13:35:43
55.31km/h, 76.18 V, -9.31A , 13:35:43
55.27km/h, 76.15 V, -9.23A , 13:35:43
55.24km/h, 76.13 V, -9.43A , 13:35:44
55.20km/h, 76.00 V, -9.61A , 13:35:44
55.22km/h, 75.96 V, -9.43A , 13:35:44
55.20km/h, 75.90 V, -9.41A , 13:35:44
55.18km/h, 75.90 V, -9.29A , 13:35:44
55.17km/h, 76.00 V, -9.29A , 13:35:44
55.19km/h, 76.04 V, -9.48A , 13:35:44
